ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,validTo,ADM3_REF,ADM3ALT1EN,Shape_Leng,Shape_Area,AREA_SQKM,SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCFID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOK_LAT,TOK_LON,TOK_GRADE,TOK_WIND,TOK_PRES,TOK_R50_DR,TOK_R50_L,TOK_R50_S,TOK_R30_DR,TOK_R30_L,TOK_R30_S,TOK_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,KMA_LAT,KMA_LON,KMA_CAT,KMA_WIND,KMA_PRES,KMA_R50_DR,KMA_R50_L,KMA_R50_S,KMA_R30_DR,KMA_R30_L,KMA_R30_S,NEW_LAT,NEW_LON,NEW_GRADE,NEW_WIND,NEW_PRES,NEW_CI,NEW_DP,NEW_POCI,REU_LAT,REU_LON,REU_TYPE,REU_WIND,REU_PRES,REU_TNUM,REU_CI,REU_RMW,REU_R34_NE,REU_R34_SE,REU_R34_SW,REU_R34_NW,REU_R50_NE,REU_R50_SE,REU_R50_SW,REU_R50_NW,REU_R64_NE,REU_R64_SE,REU_R64_SW,REU_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_FL,BOM_PRS_FL,NAD_LAT,NAD_LON,NAD_CAT,NAD_WIND,NAD_PRES,WEL_LAT,WEL_LON,WEL_WIND,WEL_PRES,DS8_LAT,DS8_LON,DS8_STAGE,DS8_WIND,DS8_PRES,TD6_LAT,TD6_LON,TD6_STAGE,TD6_WIND,TD6_PRES,TD5_LAT,TD5_LON,TD5_WIND,TD5_PRES,TD5_ROCI,NEU_LAT,NEU_LON,NEU_CLASS,NEU_WIND,NEU_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUSTP,REU_GUST,REU_GUSTP,USA_SEAHGT,USA_SEA_NE,USA_SEA_SE,USA_SEA_SW,USA_SEA_NW,STORM_SPD,STORM_DR,year,month,day,hour,min
Masinloc,PH0307106,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.18889802286,0.02092617944,248.40699860900,1985284N05159,"1985","106",WP,MM,DOT,1985-10-18 21:00:00,TS,15.50,120.10,,,,main,"0","0",PPPP_______P___,,WP211985,15.60,120.10,,,"75",,"1",,,,,,,,,,,,,,,,,15.60,120.10,"5","85","980","8","90","70","9","225","225",,15.50,119.90,"4","77","948",15.50,120.10,ST,"78","958",,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.50,120.10,"4","76",,,,,,,,,,,,,,,,,,,,,,,,,,,"15","275","1985","10","18","21","0"
Masinloc,PH0307106,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.18889802286,0.02092617944,248.40699860900,1995264N06174,"1995","67",WP,MM,SIBYL,1995-09-30 21:00:00,TS,15.20,120.50,,,,main,"0","0",PPPP___________,,WP201995,15.30,120.40,,,"80",,"1",,,,,,,,,,,,,,,,,15.20,120.50,"4","50","990","0",,,"9","180","160",,15.20,120.60,"3","58","980",15.20,120.50,ST,"50","985",,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16","310","1995","9","30","21","0"
Masinloc,PH0307106,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.18889802286,0.02092617944,248.40699860900,2019314N14136,"2019","96",WP,MM,KALMAEGI,2019-11-20 09:00:00,MX,16.00,120.40,,,,main,"0","0",PPPO___________,,WP272019,16.00,120.50,,TS,"33","998","-1",,,,,,,,,,,,,"1009","120","58",,16.20,120.50,"2",,"1006","0",,,"0",,,,15.80,120.30,"1","29","1000",15.20,120.70,LW,"20","1004",,,TD,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12","220","2019","11","20","9","0"
Masinloc,PH0307106,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.18889802286,0.02092617944,248.40699860900,2019314N14136,"2019","96",WP,MM,KALMAEGI,2019-11-20 12:00:00,TS,15.50,120.00,,"1006",tokyo,main,"0","0",OOO____________,jtwc_wp,WP272019,15.40,120.10,,TD,"30","999","-1",,,,,,,,,,,,,"1008","120","65",,15.80,120.00,"2",,"1006","0",,,"0",,,"0",15.40,120.00,"1","29","1000",,,,,,,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12","220","2019","11","20","12","0"
Masinloc,PH0307106,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.18889802286,0.02092617944,248.40699860900,2022264N17132,"2022","78",WP,MM,NORU,2022-09-25 15:00:00,TS,15.30,120.70,,,,main,"0","0",PPPOP__________,,WP182022,15.20,120.60,,TY,"103","950","3","53","45","45","40","40","33","33","30","20","18","20","23","1005","175","8",,15.30,120.60,"5","80","963","9","38","38","9","120","120",,15.40,120.80,"6","91","945",15.40,120.70,ST,"95","935",15.30,120.70,TY,"80","955","225","38","27","225","97","65",,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15","280","2022","9","25","15","0"
Masinloc,PH0307106,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.18889802286,0.02092617944,248.40699860900,2022299N11134,"2022","100",WP,MM,NALGAE,2022-10-29 15:00:00,TS,15.10,120.50,,,,main,"0","0",PPPOP__________,,WP262022,15.30,120.50,,TS,"43","994","0","150","125","100","250",,,,,,,,,"1005","313","23",,15.20,120.60,"4","48","988","0",,,"8","400","350",,15.00,120.50,"3","51","984",15.00,120.50,ST,"50","984",15.10,120.60,STS,"52","985","135","43","32","135","189","146",,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15","310","2022","10","29","15","0"
Olongapo City,PH0307107,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.98262004028,0.01184672089,141.09045321000,1986275N10134,"1986","91",WP,MM,DOM,1986-10-06 09:00:00,TS,14.80,120.50,,,,main,"0","0",_PPP_______P___,,,,,,,,,"-5",,,,,,,,,,,,,,,,,14.60,120.20,"2",,"1006","0",,,"0",,,,14.90,121.20,"1","29","1001",14.90,120.30,TD,"25","1006",,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.60,120.00,"1","26",,,,,,,,,,,,,,,,,,,,,,,,,,,"4","260","1986","10","6","9","0"
Olongapo City,PH0307107,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.98262004028,0.01184672089,141.09045321000,1995277N07141,"1995","73",WP,MM,TED,1995-10-08 06:00:00,TS,14.70,120.60,,"1006",tokyo,main,"0","0",OO_____________,jtwc_wp,WP241995,14.50,121.30,,,"20",,"-1",,,,,,,,,,,,,,,,,14.80,119.80,"2",,"1006","0",,,"0",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11","295","1995","10","8","6","0"
Olongapo City,PH0307107,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.98262004028,0.01184672089,141.09045321000,1999288N12129,"1999","88",WP,MM,EVE,1999-10-16 18:00:00,TS,14.80,120.50,,"1004",tokyo,main,"0","0",OO_____________,jtwc_wp,WP271999,14.70,120.10,,,"25",,"-1",,,,,,,,,,,,,,,,,14.80,120.90,"2",,"1004","0",,,"0",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9","300","1999","10","16","18","0"
Olongapo City,PH0307107,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.98262004028,0.01184672089,141.09045321000,2000299N08139,"2000","97",WP,MM,XANGSANE,2000-10-28 12:00:00,TS,14.60,120.60,"45","990",tokyo,main,"0","0",OOOO___________,jtwc_wp,WP302000,14.60,120.60,,TY,"65",,"1",,,,,,,,,,,,,,,,,14.80,120.50,"3","45","990","0",,,"9","180","180","0",14.50,120.50,"3","48","985",14.60,120.60,ST,"55","980",,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9","310","2000","10","28","12","0"
Olongapo City,PH0307107,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.98262004028,0.01184672089,141.09045321000,2006268N12129,"2006","75",WP,MM,XANGSANE,2006-09-28 06:00:00,TS,14.70,120.40,"60","975",tokyo,main,"0","0",OOOO___________,jtwc_wp,WP182006,14.80,120.50,,TY,"105","938","3","100","120","125","85","45","45","45","45","25","25","25","25","1007","210","10",,14.60,120.40,"4","60","975","9","30","30","9","130","130","0",14.60,120.40,"4","68","970",14.60,120.40,T,"80","955",,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13","300","2006","9","28","6","0"
Palauig,PH0307108,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.95837917933,0.02599350698,308.69184707700,1985284N05159,"1985","106",WP,MM,DOT,1985-10-18 18:00:00,TS,15.50,120.90,"90","980",tokyo,main,"0","0",OOOO_______P___,jtwc_wp,WP211985,15.50,120.90,,,"85",,"2",,,,,,,,,,,,,,,,,15.50,120.80,"5","90","980","8","100","60","9","250","250","0",15.50,120.80,"4","77","940",15.40,121.00,ST,"85","945",,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.40,120.80,"4","88",,,,,,,,,,,,,,,,,,,,,,,,,,,"15","280","1985","10","18","18","0"
Palauig,PH0307108,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.95837917933,0.02599350698,308.69184707700,1985284N05159,"1985","106",WP,MM,DOT,1985-10-18 21:00:00,TS,15.50,120.10,,,,main,"0","0",PPPP_______P___,,WP211985,15.60,120.10,,,"75",,"1",,,,,,,,,,,,,,,,,15.60,120.10,"5","85","980","8","90","70","9","225","225",,15.50,119.90,"4","77","948",15.50,120.10,ST,"78","958",,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.50,120.10,"4","76",,,,,,,,,,,,,,,,,,,,,,,,,,,"15","275","1985","10","18","21","0"
Palauig,PH0307108,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.95837917933,0.02599350698,308.69184707700,1987219N08155,"1987","50",WP,MM,CARY,1987-08-18 09:00:00,TS,15.50,120.20,,,,main,"0","0",PPPP_______P___,,WP101987,15.50,120.50,,,"55",,"0",,,,,,,,,,,,,,,,,15.40,119.80,"4","55","985","9","50","50","9","150","150",,15.50,120.10,"3","58","970",15.50,119.90,ST,"60","980",,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.50,120.60,"4","55",,,,,,,,,,,,,,,,,,,,,,,,,,,"9","250","1987","8","18","9","0"
Palauig,PH0307108,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.95837917933,0.02599350698,308.69184707700,1994169N06152,"1994","34",WP,MM,SHARON,1994-06-23 03:00:00,TS,15.20,120.20,,,,main,"0","0",PPP____________,,WP061994,15.30,120.30,,,"28",,"-1",,,,,,,,,,,,,,,,,15.40,120.00,"2",,"1003","0",,,"0",,,,15.00,120.10,"1","26","1002",,,,,,,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16","305","1994","6","23","3","0"
Palauig,PH0307108,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.95837917933,0.02599350698,308.69184707700,1995264N06174,"1995","67",WP,MM,SIBYL,1995-09-30 21:00:00,TS,15.20,120.50,,,,main,"0","0",PPPP___________,,WP201995,15.30,120.40,,,"80",,"1",,,,,,,,,,,,,,,,,15.20,120.50,"4","50","990","0",,,"9","180","160",,15.20,120.60,"3","58","980",15.20,120.50,ST,"50","985",,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16","310","1995","9","30","21","0"
Palauig,PH0307108,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.95837917933,0.02599350698,308.69184707700,2009268N14128,"2009","71",WP,MM,KETSANA,2009-09-26 09:00:00,TS,15.40,120.50,,,,main,"0","0",PPPP___________,,WP172009,15.70,120.50,,TS,"35","996","0",,,,,,,,,,,,,"1005","400","35",,15.30,120.40,"3","40","990","0",,,"9","145","130",,15.40,120.40,"2","38","995",15.30,120.60,TS,"38","990",,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15","275","2009","9","26","9","0"
Palauig,PH0307108,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.95837917933,0.02599350698,308.69184707700,2013282N14132,"2013","76",WP,MM,NARI,2013-10-11 18:00:00,TS,15.50,120.50,"65","975",tokyo,main,"0","0",OOOO___________,jtwc_wp,WP242013,15.40,120.50,,TY,"90","956","2","85","80","85","90","50","55","60","65","30","30","35","40","1004","225","10",,15.50,120.50,"5","65","975","9","50","50","8","180","150","0",15.50,120.60,"4","73","965",15.40,120.50,T,"75","960",,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16","265","2013","10","11","18","0"
Palauig,PH0307108,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.95837917933,0.02599350698,308.69184707700,2019314N14136,"2019","96",WP,MM,KALMAEGI,2019-11-20 12:00:00,TS,15.50,120.00,,"1006",tokyo,main,"0","0",OOO____________,jtwc_wp,WP272019,15.40,120.10,,TD,"30","999","-1",,,,,,,,,,,,,"1008","120","65",,15.80,120.00,"2",,"1006","0",,,"0",,,"0",15.40,120.00,"1","29","1000",,,,,,,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12","220","2019","11","20","12","0"
Palauig,PH0307108,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.95837917933,0.02599350698,308.69184707700,2020211N14124,"2020","47",WP,MM,SINLAKU,2020-07-29 15:00:00,DS,15.40,120.20,,,,main,"0","0",P______________,,WP042020,15.40,120.20,,DB,"15","1005","-3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16","275","2020","7","29","15","0"
Palauig,PH0307108,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.95837917933,0.02599350698,308.69184707700,2022264N17132,"2022","78",WP,MM,NORU,2022-09-25 15:00:00,TS,15.30,120.70,,,,main,"0","0",PPPOP__________,,WP182022,15.20,120.60,,TY,"103","950","3","53","45","45","40","40","33","33","30","20","18","20","23","1005","175","8",,15.30,120.60,"5","80","963","9","38","38","9","120","120",,15.40,120.80,"6","91","945",15.40,120.70,ST,"95","935",15.30,120.70,TY,"80","955","225","38","27","225","97","65",,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15","280","2022","9","25","15","0"
Palauig,PH0307108,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.95837917933,0.02599350698,308.69184707700,2022299N11134,"2022","100",WP,MM,NALGAE,2022-10-29 15:00:00,TS,15.10,120.50,,,,main,"0","0",PPPOP__________,,WP262022,15.30,120.50,,TS,"43","994","0","150","125","100","250",,,,,,,,,"1005","313","23",,15.20,120.60,"4","48","988","0",,,"8","400","350",,15.00,120.50,"3","51","984",15.00,120.50,ST,"50","984",15.10,120.60,STS,"52","985","135","43","32","135","189","146",,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15","310","2022","10","29","15","0"
San Antonio,PH0307109,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.01878528776,0.01404749798,167.26133526000,1980300N08137,"1980","89",WP,MM,CARY,1980-10-29 09:00:00,TS,14.90,120.40,,,,main,"0","0",PPPP______PP___,,WP261980,14.80,120.20,,,"28",,"-1",,,,,,,,,,,,,,,,,15.40,120.60,"2",,"1001","0",,,"0",,,,14.70,120.70,"1","34","998",14.40,120.80,TD,"25","1001",,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.80,120.20,TC,"28",,14.80,120.10,"1","29",,,,,,,,,,,,,,,,,,,,,,,,,,,"16","290","1980","10","29","9","0"
San Antonio,PH0307109,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.01878528776,0.01404749798,167.26133526000,1983186N04153,"1983","29",WP,MM,VERA,1983-07-15 06:00:00,TS,14.70,120.30,"55","980",tokyo,main,"0","0",OOOO_______P___,jtwc_wp,WP031983,14.70,120.40,,,"60",,"0",,,,,,,,,,,,,,,,,14.90,120.00,"4","55","980","9","25","25","9","100","100","0",14.50,120.50,"3","58","982",14.70,120.30,ST,"60","980",,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.80,120.30,"4","65",,,,,,,,,,,,,,,,,,,,,,,,,,,"12","300","1983","7","15","6","0"
San Antonio,PH0307109,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.01878528776,0.01404749798,167.26133526000,1986275N10134,"1986","91",WP,MM,DOM,1986-10-06 12:00:00,TS,14.80,120.20,,"1006",tokyo,main,"0","0",_OOO_______O___,,,,,,,,,"-5",,,,,,,,,,,,,,,,,14.50,120.00,"2",,"1006","0",,,"0",,,"0",15.00,121.00,"1","29","1001",14.90,120.00,TD,"25","1006",,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.60,119.90,"1","25",,,,,,,,,,,,,,,,,,,,,,,,,,,"5","265","1986","10","6","12","0"
San Antonio,PH0307109,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.01878528776,0.01404749798,167.26133526000,1995277N07141,"1995","73",WP,MM,TED,1995-10-08 06:00:00,TS,14.70,120.60,,"1006",tokyo,main,"0","0",OO_____________,jtwc_wp,WP241995,14.50,121.30,,,"20",,"-1",,,,,,,,,,,,,,,,,14.80,119.80,"2",,"1006","0",,,"0",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11","295","1995","10","8","6","0"
San Antonio,PH0307109,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.01878528776,0.01404749798,167.26133526000,2000305N06136,"2000","101",WP,MM,BEBINCA,2000-11-03 00:00:00,TS,14.70,120.40,"35","998",tokyo,main,"0","0",OOOO___________,jtwc_wp,WP312000,14.70,120.40,,TY,"75",,"1",,,,,,,,,,,,,,,,,14.70,120.50,"3","35","998","0",,,"9","70","70","0",14.80,120.50,"4","64","975",14.70,120.30,ST,"60","975",,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10","280","2000","11","3","0","0"
San Antonio,PH0307109,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.01878528776,0.01404749798,167.26133526000,2006268N12129,"2006","75",WP,MM,XANGSANE,2006-09-28 06:00:00,TS,14.70,120.40,"60","975",tokyo,main,"0","0",OOOO___________,jtwc_wp,WP182006,14.80,120.50,,TY,"105","938","3","100","120","125","85","45","45","45","45","25","25","25","25","1007","210","10",,14.60,120.40,"4","60","975","9","30","30","9","130","130","0",14.60,120.40,"4","68","970",14.60,120.40,T,"80","955",,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13","300","2006","9","28","6","0"
San Antonio,PH0307109,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.01878528776,0.01404749798,167.26133526000,2021248N11131,"2021","71",WP,MM,CONSON,2021-09-08 09:00:00,TS,14.50,120.40,,,,main,"0","0",PPPOP__________,,WP182021,14.40,120.40,,TS,"50","995","0","30","30","30","35","7","7","5","7",,,,,"1006","85","10",,14.60,120.40,"3","45","998","0",,,"9","90","90",,14.50,120.50,"3","51","991",14.60,120.30,ST,"50","988",14.40,120.50,TS,"41","994",,,,"225","81","43",,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10","315","2021","9","8","9","0"
San Antonio,PH0307109,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.01878528776,0.01404749798,167.26133526000,2021248N11131,"2021","71",WP,MM,CONSON,2021-09-08 12:00:00,TS,14.80,120.10,"45","998",tokyo,main,"0","0",OOOOO__________,jtwc_wp,WP182021,14.60,120.00,,TS,"45","998","0","30","30","30","40",,,,,,,,,"1006","80","10",,15.00,120.10,"3","45","998","0",,,"9","90","90","0",14.90,120.10,"3","48","992",15.00,120.00,ST,"50","988",14.70,120.10,TS,"41","994",,,,"225","81","43",,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65",,,,,,,,,,"10","310","2021","9","8","12","0"
